,name,pLDDT_full,pLDDT_inpaint,linker_start,linker_end
2804,CSM8_swap_1365_0,0.8233211,0.6334889,62,75
2805,CSM8_reloop_960_0,0.81296194,0.6473808,65,86
2806,hit6_reloop_185_0,0.82476586,0.6566022,61,81
2807,CSM8_swap_21_0,0.8228572,0.6140086,61,78
2808,hit6_swap_1360_0,0.8135878,0.6437311,64,77
2809,hit6_reloop_486_0,0.8348803,0.7060684,65,84
2810,hit6_reloop_178_0,0.79790527,0.61904377,66,87
2811,CSM8_swap_1398_0,0.8275651,0.4864821,62,77
2812,hit6_swap_109_0,0.8193856,0.5818467,59,71
2813,CSM8_reloop_665_0,0.8159568,0.62940305,63,82
2814,CSM8_reloop_1356_0,0.84674996,0.6007415,60,76
2815,CSM8_swap_450_0,0.8433104,0.56182677,57,66
2816,CSM8_swap_153_0,0.8763623,0.5723008,56,66
2817,CSM8_reloop_366_0,0.8781902,0.6817068,59,72
2818,CSM8_reloop_698_0,0.8075747,0.60528463,57,78
2819,hit6_reloop_1318_0,0.8248638,0.61182284,58,69
2820,hit6_swap_1044_0,0.78357357,0.53095907,60,73
2821,CSM8_swap_1041_0,0.82808846,0.5318931,62,78
2822,CSM8_swap_871_0,0.84303325,0.5669517,62,75
2823,CSM8_normal_48_0,0.892049,0.6436315,58,70
2824,hit6_swap_37_0,0.81578803,0.60993564,60,77
2825,CSM8_swap_277_0,0.82088727,0.581243,59,69
2826,CSM8_swap_789_0,0.85023886,0.66603416,54,64
2827,CSM8_reloop_541_0,0.79514915,0.59203917,60,78
2828,CSM8_swap_774_0,0.8136943,0.5863119,59,73
2829,CSM8_reloop_1072_0,0.8383518,0.59299934,67,80
2830,hit6_swap_58_0,0.82484823,0.64120525,66,76
2831,CSM8_swap_218_0,0.8205189,0.6123363,59,75
2832,hit6_reloop_1053_0,0.864196,0.70897293,69,90
2833,hit6_reloop_835_0,0.83425397,0.75387514,70,89
2834,hit6_swap_844_0,0.7996306,0.54245394,57,75
2835,hit6_reloop_233_0,0.8602915,0.6385725,69,82
2836,hit6_swap_242_0,0.8196086,0.5809271,61,71
2837,hit6_normal_22_0,0.87265444,0.5555012,58,72
2838,hit6_swap_741_0,0.82551,0.63786745,65,80
2839,CSM8_normal_27_0,0.89012915,0.55036366,58,71
2840,CSM8_reloop_1339_0,0.8346,0.5887694,60,76
2841,CSM8_reloop_309_0,0.7683402,0.53677535,67,86
2842,hit6_reloop_1377_0,0.80824125,0.6051914,62,79
2843,hit6_swap_465_0,0.83632845,0.6349958,59,72
2844,hit6_reloop_414_0,0.8386105,0.6933713,60,78
2845,hit6_reloop_117_0,0.862627,0.58785725,69,81
2846,hit6_swap_166_0,0.80120456,0.5661486,67,83
2847,hit6_swap_498_0,0.8154324,0.6223294,64,78
2848,hit6_swap_341_0,0.8304131,0.71395916,65,83
2849,hit6_reloop_330_0,0.86172724,0.66754806,61,78
2850,hit6_swap_1128_0,0.8469772,0.6463414,60,72
2851,hit6_reloop_633_0,0.87232167,0.7134423,64,85
2852,hit6_swap_642_0,0.8555572,0.581351,64,75
2853,hit6_swap_947_0,0.79823035,0.5700944,60,78
2854,hit6_reloop_1453_0,0.8473151,0.5813605,68,82
2855,hit6_reloop_517_0,0.8277043,0.65278614,60,71
2856,hit6_swap_566_0,0.8098383,0.5673102,57,72
2857,CSM8_swap_1209_0,0.8117206,0.5310222,57,71
2858,CSM8_reloop_709_0,0.84597516,0.5765753,68,84
2859,hit6_reloop_1289_0,0.832776,0.6995455,65,84
2860,hit6_reloop_1274_0,0.8599129,0.69878906,59,73
2861,CSM8_swap_553_0,0.8277334,0.5725447,55,69
2862,CSM8_reloop_1255_0,0.8696398,0.62377554,61,73
2863,CSM8_reloop_298_0,0.83646816,0.66426885,64,78
2864,CSM8_reloop_766_0,0.8538672,0.7208126,67,83
2865,CSM8_reloop_265_0,0.8502811,0.6302695,66,80
2866,hit6_reloop_578_0,0.85983384,0.57403284,67,80
2867,CSM8_reloop_863_0,0.8511566,0.58909094,61,79
2868,hit6_swap_509_0,0.879992,0.66557956,61,71
2869,CSM8_swap_1266_0,0.8389234,0.5510306,61,73
2870,hit6_reloop_585_0,0.8646385,0.62502325,63,84
2871,hit6_swap_1263_0,0.82641983,0.69761384,66,78
2872,CSM8_reloop_141_0,0.83768463,0.70507556,66,84
2873,CSM8_reloop_1472_0,0.8673772,0.62051266,60,71
2874,CSM8_swap_374_0,0.8365858,0.5273675,57,75
2875,CSM8_reloop_1171_0,0.85733765,0.63763374,63,83
2876,hit6_swap_928_0,0.8263613,0.6976716,62,79
2877,CSM8_swap_389_0,0.83885396,0.63622236,57,69
2878,CSM8_swap_677_0,0.8576759,0.64061695,57,75
2879,CSM8_reloop_442_0,0.84238315,0.7010216,66,83
2880,CSM8_swap_1441_0,0.84312785,0.6624368,58,70
2881,hit6_reloop_96_0,0.87005347,0.63791376,61,73
2882,hit6_swap_1147_0,0.8742234,0.5617826,59,71
2883,hit6_swap_1444_0,0.79884017,0.6154765,64,79
2884,CSM8_swap_972_0,0.86682874,0.5616443,59,73
2885,CSM8_swap_1142_0,0.8393314,0.65959895,59,70
2886,hit6_reloop_212_0,0.81970274,0.57812136,57,72
2887,hit6_swap_263_0,0.8269015,0.65069956,58,69
2888,hit6_swap_760_0,0.8236169,0.58769274,55,72
2889,hit6_reloop_711_0,0.84226894,0.6397536,64,85
2890,hit6_swap_898_0,0.8466417,0.5171281,67,76
2891,hit6_swap_79_0,0.8469877,0.7117938,67,85
2892,CSM8_swap_239_0,0.8431746,0.6548246,59,69
2893,hit6_reloop_1072_0,0.8343985,0.5656424,57,78
2894,hit6_reloop_814_0,0.83304477,0.6225297,58,72
2895,hit6_swap_865_0,0.83221316,0.64061105,61,73
2896,hit6_swap_84_0,0.83450323,0.62990934,60,72
2897,hit6_swap_444_0,0.7875594,0.5452414,61,77
2898,CSM8_swap_92_0,0.77860224,0.53682464,63,77
2899,hit6_reloop_435_0,0.8520932,0.6480402,59,79
2900,hit6_reloop_136_0,0.8307878,0.68320435,65,85
2901,hit6_swap_147_0,0.80266494,0.5914473,58,76
2902,CSM8_reloop_1318_0,0.8433349,0.67782843,61,72
2903,CSM8_reloop_328_0,0.7933678,0.5736696,66,83
2904,hit6_reloop_1356_0,0.8479897,0.58584094,68,81
2905,CSM8_reloop_644_0,0.8073859,0.57464707,63,82
2906,CSM8_swap_471_0,0.8049656,0.5603809,58,67
2907,CSM8_reloop_1377_0,0.8722061,0.65891135,61,73
2908,CSM8_swap_172_0,0.8313198,0.6317653,61,70
2909,CSM8_reloop_347_0,0.82036465,0.6442318,68,83
2910,hit6_reloop_1339_0,0.8407659,0.74029696,67,81
2911,CSM8_swap_1344_0,0.83118093,0.68730927,67,76
2912,CSM8_reloop_941_0,0.8586881,0.64674443,66,81
2913,hit6_reloop_159_0,0.87060654,0.6646953,60,75
2914,hit6_swap_1341_0,0.82194805,0.6440769,63,75
2915,hit6_swap_5_0,0.77626747,0.53672665,63,79
2916,hit6_swap_128_0,0.8227152,0.594728,64,78
2917,hit6_swap_16_0,0.80347884,0.58192575,66,80
2918,CSM8_swap_256_0,0.7840306,0.54669774,64,80
2919,hit6_reloop_886_0,0.8264558,0.66943324,68,82
2920,CSM8_reloop_560_0,0.8453244,0.6807342,58,72
2921,CSM8_reloop_1053_0,0.83762133,0.52932966,61,82
2922,CSM8_swap_755_0,0.7978116,0.5852008,65,80
2923,hit6_reloop_783_0,0.8165641,0.5620524,61,72
2924,hit6_swap_1065_0,0.8444307,0.6663393,65,80
2925,CSM8_normal_94_0,0.88676155,0.55338806,58,71
2926,CSM8_swap_850_0,0.8270181,0.63857883,61,72
2927,CSM8_swap_1060_0,0.79115814,0.5601261,63,77
2928,hit6_normal_91_0,0.9200374,0.54276806,58,69
2929,hit6_reloop_280_0,0.82092506,0.6186663,61,72
2930,CSM8_normal_69_0,0.9186172,0.5823237,58,70
2931,hit6_swap_1098_0,0.83813,0.73846316,63,80
2932,CSM8_reloop_842_0,0.8459796,0.7227389,65,81
2933,hit6_reloop_559_0,0.81354797,0.6360276,65,81
2934,hit6_swap_528_0,0.83259666,0.6213933,55,69
2935,CSM8_swap_1247_0,0.81471694,0.59780383,65,74
2936,CSM8_reloop_1274_0,0.82175255,0.6197953,65,83
2937,CSM8_swap_572_0,0.83856547,0.5628175,65,77
2938,CSM8_reloop_747_0,0.8761277,0.61073005,62,76
2939,CSM8_reloop_244_0,0.8406275,0.6454959,57,71
2940,CSM8_reloop_1289_0,0.8120327,0.522138,66,87
2941,CSM8_swap_1460_0,0.81158066,0.64103127,62,79
2942,hit6_swap_1498_0,0.8411111,0.620275,61,71
2943,hit6_swap_1166_0,0.8443634,0.58913666,65,82
2944,hit6_reloop_680_0,0.8425309,0.60870004,60,81
2945,hit6_swap_1465_0,0.804691,0.53187567,64,73
2946,hit6_reloop_383_0,0.8362049,0.7683155,70,85
2947,CSM8_swap_1163_0,0.82210046,0.668325,67,77
2948,CSM8_swap_953_0,0.8384812,0.6746678,54,71
2949,CSM8_reloop_160_0,0.82994133,0.6537701,62,76
2950,hit6_reloop_985_0,0.830901,0.7123608,67,78
2951,CSM8_swap_355_0,0.8482824,0.6173178,61,76
2952,CSM8_reloop_1453_0,0.86594075,0.59914285,65,84
2953,CSM8_swap_656_0,0.8628726,0.5169442,55,70
2954,CSM8_normal_5_0,0.8655801,0.6058579,58,75
2955,hit6_swap_909_0,0.8384915,0.54211855,65,79
2956,CSM8_reloop_1150_0,0.86490405,0.6306751,63,83
2957,CSM8_reloop_463_0,0.8252716,0.6651018,66,81
2958,hit6_reloop_978_0,0.8334872,0.7006742,65,82
2959,hit6_reloop_1171_0,0.83510166,0.74274135,64,82
2960,CSM8_swap_639_0,0.85368484,0.472343,58,72
2961,hit6_swap_966_0,0.8334866,0.6613491,61,71
2962,hit6_reloop_1472_0,0.8428059,0.62939656,60,81
2963,hit6_swap_360_0,0.8362286,0.55754757,56,66
2964,CSM8_reloop_20_0,0.8282597,0.6470423,68,82
2965,hit6_swap_1109_0,0.8271924,0.6658515,59,73
2966,hit6_reloop_311_0,0.84541845,0.7084805,64,80
2967,hit6_reloop_612_0,0.8601578,0.7078065,63,81
2968,hit6_reloop_25_0,0.85401815,0.62522805,64,76
2969,hit6_swap_663_0,0.8641249,0.5806532,58,74
2970,CSM8_reloop_728_0,0.78627235,0.600164,68,85
2971,hit6_reloop_1255_0,0.8279932,0.6917514,65,86
2972,hit6_reloop_536_0,0.83908904,0.71122587,61,74
2973,hit6_swap_547_0,0.83083993,0.602415,55,66
2974,CSM8_swap_1228_0,0.8200701,0.5697713,62,76
2975,CSM8_reloop_1347_0,0.84449345,0.70678496,66,77
2976,CSM8_swap_441_0,0.81838405,0.5411612,56,71
2977,CSM8_reloop_674_0,0.86252165,0.60971445,65,77
2978,CSM8_reloop_377_0,0.80763465,0.5973127,64,80
2979,CSM8_reloop_689_0,0.82729155,0.5870733,62,80
2980,hit6_reloop_1309_0,0.82953626,0.62865645,65,79
2981,CSM8_swap_142_0,0.81622964,0.54558164,58,74
2982,CSM8_reloop_971_0,0.81459415,0.6139854,64,75
2983,hit6_reloop_194_0,0.8368359,0.6569345,63,76
2984,CSM8_swap_1374_0,0.81143415,0.58780086,65,75
2985,CSM8_swap_1389_0,0.8296722,0.5357577,62,73
2986,hit6_swap_118_0,0.8264051,0.7008427,62,79
2987,hit6_reloop_497_0,0.8422948,0.6601813,64,82
2988,CSM8_swap_30_0,0.80629027,0.6235296,63,73
2989,hit6_swap_1371_0,0.8609462,0.5417917,65,78
2990,hit6_reloop_169_0,0.81700283,0.686841,63,82
2991,hit6_swap_26_0,0.8417918,0.49224675,64,79
2992,CSM8_swap_266_0,0.78011376,0.5215557,64,77
2993,CSM8_swap_798_0,0.77111524,0.51714,65,81
2994,CSM8_swap_765_0,0.80952334,0.55155075,60,78
2995,CSM8_reloop_1063_0,0.8700617,0.69477504,61,76
2996,CSM8_reloop_550_0,0.83538866,0.72518283,69,82
2997,hit6_swap_1055_0,0.84612674,0.51544243,61,79
2998,CSM8_normal_59_0,0.8849046,0.6505625,58,72
2999,CSM8_swap_1050_0,0.80688536,0.54121816,59,77
3000,CSM8_swap_860_0,0.81607234,0.59914535,64,73
3001,hit6_swap_253_0,0.83423436,0.73034924,63,82
3002,hit6_normal_33_0,0.88585365,0.5883531,58,76
3003,hit6_reloop_222_0,0.82291764,0.61708474,64,75
3004,CSM8_normal_36_0,0.87991357,0.57756186,58,76
3005,hit6_reloop_721_0,0.822387,0.59771836,60,72
3006,hit6_swap_750_0,0.8101629,0.55040747,62,71
3007,hit6_reloop_1042_0,0.8362714,0.71208584,68,84
3008,hit6_swap_49_0,0.81604487,0.59151685,62,72
3009,CSM8_swap_209_0,0.844132,0.6571882,58,71
3010,hit6_swap_855_0,0.83458054,0.6825931,56,75
3011,hit6_reloop_824_0,0.8277274,0.7150876,64,84
3012,hit6_reloop_405_0,0.83102053,0.7234821,62,80
3013,hit6_swap_474_0,0.848561,0.5881208,56,70
3014,hit6_swap_177_0,0.8292215,0.67831737,66,77
3015,hit6_swap_489_0,0.8385235,0.62060773,56,66
3016,hit6_reloop_106_0,0.8279397,0.65035516,63,78
3017,CSM8_reloop_1328_0,0.81222826,0.6123409,64,80
3018,hit6_reloop_1366_0,0.82325554,0.6499138,62,82
3019,hit6_reloop_1141_0,0.855891,0.71008176,60,78
3020,hit6_reloop_927_0,0.833398,0.57332563,61,77
3021,hit6_reloop_1442_0,0.8246022,0.6314123,64,77
3022,hit6_swap_956_0,0.8303076,0.6835223,66,83
3023,CSM8_swap_609_0,0.8658443,0.5445816,61,75
3024,hit6_reloop_321_0,0.8593396,0.71385515,66,82
3025,hit6_swap_1139_0,0.8018187,0.56306756,64,78
3026,CSM8_reloop_10_0,0.82352114,0.5504165,67,86
3027,hit6_swap_350_0,0.7984915,0.57233274,62,75
3028,hit6_normal_0_0,0.8828415,0.52856874,58,71
3029,hit6_swap_653_0,0.8367745,0.6924605,64,77
3030,hit6_reloop_15_0,0.8473576,0.69730705,60,75
3031,hit6_reloop_622_0,0.8438362,0.6504924,67,88
3032,CSM8_reloop_718_0,0.8371543,0.59667844,62,83
3033,hit6_reloop_1298_0,0.8253505,0.63412005,59,75
3034,hit6_reloop_1265_0,0.8152548,0.58720475,57,70
3035,CSM8_swap_1218_0,0.8320614,0.48223406,64,80
3036,hit6_swap_577_0,0.88532215,0.6579159,63,74
3037,CSM8_swap_1277_0,0.8294348,0.67563045,67,84
3038,hit6_swap_518_0,0.8760336,0.5975902,64,74
3039,hit6_reloop_569_0,0.8321749,0.6033862,62,80
3040,CSM8_reloop_872_0,0.8113557,0.64050305,63,83
3041,hit6_swap_1272_0,0.8234163,0.5689588,63,79
3042,hit6_reloop_594_0,0.8634537,0.58474344,61,78
3043,CSM8_reloop_289_0,0.840263,0.6497638,59,71
3044,CSM8_reloop_777_0,0.8731215,0.605656,63,79
3045,CSM8_swap_542_0,0.8345607,0.53633714,58,73
3046,CSM8_reloop_1244_0,0.8317035,0.69687414,66,81
3047,CSM8_reloop_274_0,0.8452684,0.6636884,67,80
3048,hit6_reloop_87_0,0.8515702,0.67176247,65,76
3049,hit6_swap_1156_0,0.82317823,0.5274967,55,70
3050,CSM8_swap_1450_0,0.83553064,0.64195883,56,74
3051,CSM8_reloop_82_0,0.8370131,0.70495296,63,75
3052,CSM8_swap_963_0,0.82734656,0.6243316,59,69
3053,CSM8_swap_1153_0,0.8222967,0.6471578,62,76
3054,hit6_swap_1455_0,0.8633196,0.5260329,57,69
3055,CSM8_reloop_1463_0,0.8701112,0.60045034,67,81
3056,CSM8_swap_365_0,0.83317304,0.61541224,63,82
3057,CSM8_reloop_150_0,0.8533809,0.6393388,63,84
3058,hit6_reloop_948_0,0.8344274,0.6462794,66,86
3059,CSM8_reloop_453_0,0.8614838,0.68408597,63,75
3060,hit6_swap_939_0,0.7888348,0.5156805,65,79
3061,CSM8_reloop_1160_0,0.8461497,0.6784421,62,79
3062,CSM8_swap_398_0,0.81490976,0.56374335,61,75
3063,CSM8_swap_666_0,0.8361659,0.5807447,62,80
3064,hit6_reloop_1063_0,0.84743136,0.6842859,65,79
3065,hit6_swap_889_0,0.82126373,0.70380527,65,80
3066,hit6_swap_68_0,0.8221533,0.6216525,67,82
3067,CSM8_swap_228_0,0.78935194,0.5617332,65,75
3068,hit6_swap_874_0,0.7941762,0.5827406,63,81
3069,hit6_swap_95_0,0.83627594,0.6062836,64,74
3070,hit6_reloop_805_0,0.83818775,0.6320801,59,73
3071,hit6_normal_12_0,0.88500917,0.5547399,58,68
3072,hit6_swap_272_0,0.8687046,0.6047443,63,76
3073,hit6_reloop_203_0,0.85263485,0.59674615,59,79
3074,CSM8_normal_17_0,0.8699946,0.5740769,58,68
3075,hit6_swap_771_0,0.8610643,0.5842373,58,77
3076,CSM8_reloop_1309_0,0.81538004,0.62342006,66,84
3077,CSM8_reloop_339_0,0.80913097,0.5635728,67,88
3078,hit6_reloop_1347_0,0.8410236,0.59780294,61,82
3079,hit6_reloop_424_0,0.80952966,0.610457,61,82
3080,CSM8_swap_83_0,0.83833176,0.54520863,66,76
3081,hit6_swap_455_0,0.8576376,0.652387,63,72
3082,hit6_swap_156_0,0.83606577,0.55697876,59,78
3083,hit6_reloop_127_0,0.8253058,0.6800024,62,77
3084,CSM8_reloop_950_0,0.8154216,0.5945169,67,81
3085,CSM8_swap_1355_0,0.82628596,0.5849097,59,69
3086,hit6_swap_139_0,0.867751,0.6324618,63,79
3087,hit6_reloop_148_0,0.8537968,0.56143564,59,71
3088,CSM8_swap_11_0,0.83625984,0.545816,62,79
3089,hit6_swap_1350_0,0.85632086,0.5752302,55,67
3090,CSM8_swap_460_0,0.7868885,0.5564467,58,76
3091,CSM8_reloop_1366_0,0.8291556,0.6985055,62,81
3092,CSM8_reloop_655_0,0.86317533,0.5430034,59,74
3093,CSM8_reloop_356_0,0.83678806,0.60191387,57,77
3094,hit6_reloop_1328_0,0.834455,0.7484668,69,86
3095,CSM8_swap_163_0,0.81448543,0.5275456,60,73
3096,hit6_swap_1074_0,0.83652747,0.68710047,64,83
3097,CSM8_normal_85_0,0.92290026,0.53234184,58,69
3098,hit6_reloop_792_0,0.81006503,0.6238441,66,78
3099,hit6_reloop_291_0,0.8408967,0.69030464,64,79
3100,CSM8_normal_78_0,0.9217559,0.4632098,58,71
3101,hit6_swap_1089_0,0.82632446,0.66352165,64,79
3102,CSM8_swap_841_0,0.82762384,0.5953961,63,73
3103,CSM8_swap_1071_0,0.81676614,0.55544025,59,68
3104,hit6_normal_80_0,0.88959527,0.63942266,58,70
3105,CSM8_swap_247_0,0.84675395,0.6265654,60,69
3106,CSM8_reloop_1042_0,0.82926774,0.65031415,56,77
3107,CSM8_swap_744_0,0.8020865,0.49186602,60,72
3108,CSM8_reloop_571_0,0.83637244,0.6610362,62,73
3109,CSM8_reloop_756_0,0.84066004,0.63941187,59,72
3110,CSM8_reloop_1265_0,0.8341056,0.6884001,62,80
3111,CSM8_swap_563_0,0.81092596,0.58319724,68,83
3112,CSM8_reloop_1298_0,0.79551524,0.52338225,65,83
3113,CSM8_reloop_255_0,0.8335845,0.56798214,68,81
3114,CSM8_swap_1256_0,0.8605827,0.6986933,63,77
3115,hit6_swap_539_0,0.77744746,0.5506059,58,77
3116,CSM8_reloop_853_0,0.83708733,0.7409845,69,85
3117,hit6_reloop_548_0,0.8438482,0.62939936,61,72
3118,hit6_swap_1253_0,0.8122076,0.66562235,60,77
3119,CSM8_swap_344_0,0.8544288,0.5388806,59,77
3120,CSM8_reloop_1442_0,0.8301583,0.6750997,64,84
3121,CSM8_reloop_171_0,0.81393963,0.62957853,61,77
3122,hit6_reloop_994_0,0.83420193,0.7534513,67,83
3123,CSM8_reloop_472_0,0.849066,0.7206052,66,81
3124,CSM8_swap_647_0,0.85833967,0.59591186,59,72
3125,CSM8_reloop_1141_0,0.854676,0.55879766,62,81
3126,hit6_swap_918_0,0.8150249,0.60380346,64,76
3127,hit6_swap_1489_0,0.86905956,0.5779793,56,74
3128,hit6_reloop_691_0,0.8076653,0.59984064,57,76
3129,hit6_swap_1177_0,0.8616403,0.62687993,64,76
3130,CSM8_swap_1471_0,0.76427966,0.4740531,64,80
3131,CSM8_swap_1172_0,0.7901047,0.57114166,61,80
3132,CSM8_swap_942_0,0.82247293,0.58163655,66,79
3133,hit6_reloop_392_0,0.8667058,0.67183083,68,87
3134,hit6_swap_1474_0,0.8210969,0.6228284,59,73
3135,hit6_swap_1118_0,0.8335485,0.5353671,56,65
3136,hit6_reloop_300_0,0.81033957,0.60107934,57,78
3137,hit6_swap_371_0,0.8450811,0.68417495,67,82
3138,CSM8_reloop_31_0,0.8559218,0.6802934,60,75
3139,hit6_reloop_603_0,0.83344454,0.64709836,62,81
3140,hit6_reloop_34_0,0.8395095,0.7113086,62,77
3141,hit6_reloop_1160_0,0.8111486,0.57170695,64,83
3142,hit6_reloop_1463_0,0.82658225,0.57291746,60,73
3143,hit6_reloop_906_0,0.8710736,0.60990995,60,73
3144,CSM8_swap_628_0,0.84521896,0.7709627,68,87
3145,hit6_swap_977_0,0.82016313,0.5896806,57,67
3146,CSM8_swap_1239_0,0.8151685,0.55220526,60,73
3147,hit6_swap_556_0,0.84313685,0.655566,61,80
3148,CSM8_reloop_739_0,0.8458455,0.70847636,68,81
3149,hit6_reloop_1244_0,0.8368034,0.6641467,64,76
3150,CSM8_reloop_1269_0,0.8419171,0.6802591,63,74
3151,CSM8_reloop_259_0,0.8682272,0.58337367,60,73
3152,hit6_reloop_1227_0,0.84357756,0.60746807,67,86
3153,CSM8_swap_592_0,0.8051777,0.568709,60,74
3154,CSM8_reloop_1294_0,0.8207516,0.60168946,61,73
3155,hit6_reloop_544_0,0.8440378,0.5279455,61,72
3156,hit6_swap_535_0,0.8806979,0.5858051,54,65
3157,hit6_reloop_998_0,0.8066528,0.6730469,63,84
3158,hit6_reloop_1103_0,0.8497178,0.6466987,61,76
3159,CSM8_reloop_483_0,0.8157588,0.6193913,64,75
3160,CSM8_swap_348_0,0.8657132,0.60367066,57,75
3161,hit6_swap_914_0,0.8296412,0.6450061,62,79
3162,hit6_reloop_965_0,0.8407086,0.6803222,63,79
3163,CSM8_reloop_180_0,0.8292899,0.6771933,65,84
3164,hit6_reloop_1400_0,0.847724,0.75426424,66,83
3165,CSM8_reloop_52_0,0.8392614,0.74847007,70,88
3166,hit6_swap_312_0,0.78625774,0.55775785,64,78
3167,CSM8_swap_1183_0,0.8402347,0.6084307,59,74
3168,hit6_reloop_363_0,0.8038937,0.6084964,66,79
3169,hit6_swap_1485_0,0.84996474,0.59202063,67,84
3170,hit6_reloop_57_0,0.8784802,0.68716985,65,80
3171,hit6_swap_1478_0,0.8079645,0.5953425,64,83
3172,hit6_reloop_660_0,0.8256574,0.6651755,69,89
3173,hit6_swap_1186_0,0.8584794,0.5256084,59,74
3174,CSM8_swap_1480_0,0.84224045,0.67155904,58,71
3175,hit6_swap_611_0,0.8226554,0.5693553,58,75
3176,hit6_swap_683_0,0.8167262,0.617296,65,77
3177,CSM8_swap_1412_0,0.809789,0.5457013,62,75
3178,hit6_swap_1114_0,0.8345661,0.6723319,65,76
3179,hit6_reloop_38_0,0.8574122,0.71665317,60,71
3180,hit6_swap_1417_0,0.82173324,0.68108237,64,83
3181,CSM8_swap_921_0,0.8700121,0.6566311,57,74
3182,CSM8_swap_1111_0,0.84977657,0.67776734,58,67
3183,hit6_swap_380_0,0.7952731,0.5818035,59,74
3184,hit6_reloop_1492_0,0.81224656,0.60208917,69,88
3185,CSM8_reloop_112_0,0.8016362,0.5443251,61,75
3186,hit6_swap_986_0,0.8057889,0.523074,62,76
3187,CSM8_reloop_1421_0,0.83419126,0.7156153,67,88
3188,CSM8_swap_327_0,0.8529571,0.63616663,64,80
3189,CSM8_reloop_1122_0,0.8368077,0.6896429,63,78
3190,CSM8_swap_624_0,0.84809065,0.53983605,60,72
3191,CSM8_reloop_411_0,0.8182293,0.63268447,63,83
3192,hit6_reloop_1191_0,0.8270097,0.68605804,63,78
3193,CSM8_reloop_830_0,0.7782079,0.58629763,67,80
3194,CSM8_swap_1235_0,0.8357075,0.65480673,61,74
3195,hit6_swap_1230_0,0.8298158,0.6582669,61,76
3196,CSM8_swap_500_0,0.82365984,0.5648869,58,72
3197,CSM8_reloop_1206_0,0.80344695,0.59176004,57,78
3198,CSM8_reloop_735_0,0.78801346,0.6027675,62,83
3199,CSM8_reloop_236_0,0.8337636,0.64776635,67,82
3200,hit6_reloop_1248_0,0.8456908,0.7299835,66,81
3201,CSM8_swap_224_0,0.8233641,0.6097748,63,77
3202,hit6_swap_64_0,0.82864726,0.7067196,68,81
3203,hit6_swap_885_0,0.83010644,0.5747244,62,72
3204,hit6_reloop_1092_0,0.8481709,0.54610974,66,83
3205,CSM8_reloop_512_0,0.8069636,0.5977641,68,87
3206,hit6_reloop_809_0,0.8757124,0.67209345,61,75
3207,hit6_swap_99_0,0.805604,0.62884736,64,75
3208,CSM8_swap_727_0,0.8472285,0.58564955,61,78
3209,CSM8_reloop_1021_0,0.8288075,0.6696777,61,80
3210,hit6_swap_878_0,0.8076543,0.58821446,65,79
3211,hit6_swap_1017_0,0.8427776,0.62021774,56,74
3212,hit6_swap_780_0,0.86518437,0.5861074,61,72
3213,CSM8_swap_1012_0,0.81673443,0.5666351,58,73
3214,hit6_swap_283_0,0.8261874,0.691826,58,77
3215,CSM8_swap_822_0,0.85430133,0.54452825,58,74
3216,CSM8_reloop_636_0,0.8447849,0.595527,64,82
3217,CSM8_reloop_1305_0,0.8430446,0.6579305,58,70
3218,CSM8_swap_403_0,0.83201534,0.5940153,55,66
3219,CSM8_swap_100_0,0.8138416,0.63155717,60,77
3220,CSM8_reloop_335_0,0.8371248,0.59743595,59,77
3221,hit6_swap_459_0,0.83247477,0.5868717,65,82
3222,CSM8_swap_1336_0,0.7698928,0.5226609,66,78
3223,CSM8_reloop_933_0,0.8170412,0.555343,61,79
3224,hit6_reloop_428_0,0.84179217,0.7317262,65,78
3225,CSM8_swap_72_0,0.77428955,0.5496031,66,84
3226,hit6_swap_1333_0,0.80922616,0.50178146,56,70
3227,hit6_swap_436_0,0.83375067,0.67374974,55,69
3228,CSM8_swap_1359_0,0.8223737,0.54458,54,69
3229,hit6_reloop_447_0,0.8566515,0.56758934,59,71
3230,hit6_reloop_144_0,0.8427519,0.69852626,61,78
3231,hit6_swap_135_0,0.8417928,0.73547107,67,84
3232,CSM8_reloop_659_0,0.85936075,0.63487935,66,79
3233,CSM8_swap_192_0,0.8084166,0.5955505,65,79
3234,CSM8_reloop_1397_0,0.81647575,0.6311364,58,76
3235,hit6_reloop_6_0,0.8446164,0.6419243,68,84
3236,CSM8_swap_491_0,0.8433111,0.6807119,62,79
3237,hit6_reloop_1324_0,0.8236786,0.59362674,65,83
3238,hit6_reloop_260_0,0.8323387,0.6034505,66,80
3239,CSM8_normal_89_0,0.9020511,0.5588147,58,67
3240,hit6_swap_1078_0,0.80851126,0.5358291,60,74
3241,hit6_swap_211_0,0.80358344,0.58173144,60,78
3242,CSM8_swap_1080_0,0.83220875,0.6925634,64,77
3243,hit6_normal_71_0,0.9054658,0.49115455,58,72
3244,hit6_swap_712_0,0.79260373,0.5189283,64,77
3245,hit6_swap_1085_0,0.7956009,0.55866027,63,79
3246,CSM8_normal_74_0,0.8872048,0.55286306,58,71
3247,hit6_reloop_763_0,0.8666011,0.5847163,60,76
3248,CSM8_reloop_580_0,0.8469109,0.5381157,59,74
3249,hit6_reloop_1000_0,0.8132947,0.6096648,68,81
3250,hit6_reloop_866_0,0.8320872,0.67929244,65,82
3251,CSM8_swap_748_0,0.82780397,0.586317,62,73
