,name,full_native_rif_score,full_native_rif_bb-hbond,full_native_rif_hyd-cont,full_native_rif_hyd-ddg,just_trp_rif_score,just_trp_rif_bb-hbond,just_trp_rif_hyd-cont,just_trp_rif_hyd-ddg
5364,m_HHH_b2_05997_000000153_std_0001_5_17_H_._HHH_b1_06510_0001_0001_0001,-1.859,0.0,0.0,-0.0,-1.859,0.0,0.0,-0.0
5365,HHH_b1_07943_000000051_std_0001_0001,21.164,0.0,0.0,-0.0,21.164,0.0,0.0,-0.0
5366,HHH_b2_01767_000000042_std_0001_0001,0.002,0.0,0.0,-0.0,0.002,0.0,0.0,-0.0
5367,HHH_b1_06862_000000009_std_0001_0001,-0.652,0.0,0.0,-0.0,-0.652,0.0,0.0,-0.0
5368,HHH_b2_07494_000000135_std_0001_0001,7.594,0.0,0.0,-0.0,7.594,0.0,0.0,-0.0
5369,m_HHH_b2_07822_000000230_std_0001_3_12_H_._HHH_b1_01810_0001_0001_0001,-0.632,0.0,0.0,-0.0,-0.632,0.0,0.0,-0.0
5370,m_HHH_b2_08174_000000191_std_0001_41_56_H_._HHH_b1_02644_0001_0002_0001_0001,106.028,0.0,0.0,-0.0,106.028,0.0,0.0,-0.0
5371,HHH_b2_07957_000000089_std_0001_0001,-0.623,0.0,0.0,-0.0,-0.623,0.0,0.0,-0.0
5372,HHH_b1_08263_000000040_std_0001_0001,5.846,0.0,0.0,-0.0,5.846,0.0,0.0,-0.0
5373,m_HHH_b2_08174_000000191_std_0001_41_56_H_._HHH_b1_07093_0001_0003_0001_0001,42.392,0.0,0.0,-0.0,42.392,0.0,0.0,-0.0
5374,m_HHH_b1_01538_000000102_std_0001_41_52_H_._HHH_b1_03936_0001_0001_0001,-0.041,0.0,0.0,-0.0,-0.041,0.0,0.0,-0.0
5375,HHH_b1_07510_000000211_std_0001_0001,-0.966,0.0,0.0,-0.0,-0.966,0.0,0.0,-0.0
5376,HHH_b2_06359_000000124_std_0001_0001,0.274,0.0,0.0,-0.0,0.274,0.0,0.0,-0.0
5377,HHH_b1_08313_000000231_std_0001_0001,50.971,0.0,0.0,-0.0,50.971,0.0,0.0,-0.0
5378,HHH_b2_03774_000000006_std_0001_0001,0.781,0.0,0.0,-0.0,0.781,0.0,0.0,-0.0
5379,m_HHH_b2_02873_000000284_std_0001_24_40_H_._HHH_b2_01658_0001_0004_0001_0001,-2.05,0.0,0.0,-0.0,-2.05,0.0,0.0,-0.0
5380,HHH_b1_03663_000000226_std_0001_0001,0.084,0.0,0.0,-0.0,0.084,0.0,0.0,-0.0
5381,m_HHH_b1_03149_000000023_nat_0001_23_37_H_._HHH_b2_00816_0001_0001_0001_0001,2.395,0.0,0.0,-0.0,2.395,0.0,0.0,-0.0
5382,HHH_b2_05860_000000140_std_0001_0001,-1.606,0.0,0.0,-0.0,-1.606,0.0,0.0,-0.0
5383,HHH_b1_05959_000000206_std_0001_0001,-0.082,0.0,0.0,-0.0,-0.082,0.0,0.0,-0.0
5384,HHH_b2_06104_000000165_std_0001_0001,-0.796,0.0,0.0,-0.0,-0.796,0.0,0.0,-0.0
5385,HHH_b2_00983_000000081_std_0001_0001,0.954,0.0,0.0,-0.0,0.954,0.0,0.0,-0.0
5386,m_HHH_b1_07950_000000226_std_0001_44_55_H_._HHH_b1_02371_0001_0001_0001,129.516,0.0,0.0,-0.0,129.516,0.0,0.0,-0.0
5387,HHH_b1_00199_000000178_std_0001_0001,0.444,0.0,0.0,-0.0,0.444,0.0,0.0,-0.0
5388,HHH_b1_01376_000000103_std_0001_0001,198.431,0.0,0.0,-0.0,198.431,0.0,0.0,-0.0
5389,HHH_b1_06578_000000051_std_0001_0001_1,0.64,0.0,0.0,-0.0,0.64,0.0,0.0,-0.0
5390,HHH_b2_06260_000000067_std_0001_0001,1.504,0.0,0.0,-0.0,1.504,0.0,0.0,-0.0
5391,HHH_b1_00079_000000193_std_0001_0001,-1.074,0.0,0.0,-0.0,-1.074,0.0,0.0,-0.0
5392,m_HHH_b2_05997_000000153_std_0001_5_17_H_._HHH_b1_01826_0001_0001_0001_0001,-1.571,0.0,0.0,-0.0,-1.571,0.0,0.0,-0.0
5393,m_HHH_b1_01548_000000173_std_0001_24_31_H_._HHH_b2_04664_0001_0001_0001,-0.956,0.0,0.0,-0.0,-0.956,0.0,0.0,-0.0
5394,HHH_b1_03363_000000173_std_0001_0001,3.812,0.0,0.0,-0.0,3.812,0.0,0.0,-0.0
5395,HHH_b1_00713_000000197_std_0001_0001,0.754,0.0,0.0,-0.0,0.754,0.0,0.0,-0.0
5396,m_HHH_b1_07861_000000265_std_0001_27_38_H_._HHH_b2_07811_0001_0001_0001_0001,12.757,0.0,0.0,-0.0,12.757,0.0,0.0,-0.0
5397,HHH_b2_03370_000000296_std_0001_0001,3.829,0.0,0.0,-0.0,3.829,0.0,0.0,-0.0
5398,HHH_b1_06607_000000205_std_0001_0001,-0.584,0.0,0.0,-0.0,-0.584,0.0,0.0,-0.0
5399,HHH_b1_05792_000000268_std_0001_0001,-0.87,0.0,0.0,-0.0,-0.87,0.0,0.0,-0.0
5400,HHH_b1_00383_000000263_std_0001_0001,1.974,0.0,0.0,-0.0,1.974,0.0,0.0,-0.0
5401,HHH_b1_02032_000000072_std_0001_0001,0.172,0.0,0.0,-0.0,0.172,0.0,0.0,-0.0
5402,HHH_b1_02584_000000221_std_0001_0001,-0.757,0.0,0.0,-0.0,-0.757,0.0,0.0,-0.0
5403,HHH_b2_05920_000000041_std_0001_0001,0.368,0.0,0.0,-0.0,0.368,0.0,0.0,-0.0
5404,HHH_b1_08547_000000250_std_0001_0001,1.362,0.0,0.0,-0.0,1.362,0.0,0.0,-0.0
5405,m_HHH_b1_06568_000000270_std_0001_41_56_H_._HHH_b1_07213_0001_0001_0001,30.482,0.0,0.0,-0.0,30.482,0.0,0.0,-0.0
5406,HHH_b1_07749_000000055_std_0001_0001,-0.671,0.0,0.0,-0.0,-0.671,0.0,0.0,-0.0
5407,HHH_b2_04443_000000268_std_0001_0001,-3.105,-1.523,0.0,-0.0,-3.105,-1.523,0.0,-0.0
5408,m_HHH_b1_08663_000000206_std_0001_24_39_H_._HHH_b2_04243_0001_0002_0001_0001_1,0.93,0.0,0.0,-0.0,0.93,0.0,0.0,-0.0
5409,HHH_b1_05736_000000187_std_0001_0001,-0.322,0.0,0.0,-0.0,-0.322,0.0,0.0,-0.0
5410,m_HHH_b1_04588_000000055_std_0001_43_50_H_._HHH_b2_07888_0001_0001_0001,0.776,0.0,0.0,-0.0,0.776,0.0,0.0,-0.0
5411,HHH_b2_02906_000000070_std_0001_0001,0.848,0.0,0.0,-0.0,0.848,0.0,0.0,-0.0
5412,HHH_b1_05169_000000231_std_0001_0001,-1.095,0.0,0.0,-0.0,-1.095,0.0,0.0,-0.0
5413,HHH_b1_04792_000000219_std_0001_0001,-1.181,0.0,0.0,-0.0,-1.181,0.0,0.0,-0.0
5414,HHH_b1_07178_000000044_std_0001_0001,-0.061,0.0,0.0,-0.0,-0.061,0.0,0.0,-0.0
5415,HHH_b2_04887_000000127_std_0001_0001,1.257,0.0,0.0,-0.0,1.257,0.0,0.0,-0.0
5416,HHH_b1_00949_000000139_std_0001_0001,2.151,0.0,0.0,-0.0,2.151,0.0,0.0,-0.0
5417,HHH_b2_01458_000000033_std_0001_0001,-0.295,0.0,0.0,-0.0,-0.295,0.0,0.0,-0.0
5418,m_HHH_b2_03760_000000093_std_0001_28_39_H_._HHH_b2_04555_0001_0001_0001,-0.888,0.0,0.0,-0.0,-0.888,0.0,0.0,-0.0
5419,HHH_b2_06707_000000035_std_0001_0001,3.051,0.0,0.0,-0.0,3.051,0.0,0.0,-0.0
5420,HHH_b2_05203_000000203_std_0001_0001,2.071,0.0,0.0,-0.0,2.071,0.0,0.0,-0.0
5421,HHH_b2_01776_000000066_std_0001_0001,6.555,0.0,0.0,-0.0,6.555,0.0,0.0,-0.0
5422,HHH_b1_08457_000000200_std_0001_0001,-1.228,0.0,0.0,-0.0,-1.228,0.0,0.0,-0.0
5423,HHH_b1_07137_000000204_std_0001_0001,-0.414,0.0,0.0,-0.0,-0.414,0.0,0.0,-0.0
5424,HHH_b2_06184_000000274_std_0001_0001,-1.569,0.0,0.0,-0.0,-1.569,0.0,0.0,-0.0
5425,HHH_b1_03942_000000066_std_0001_0001,0.664,0.0,0.0,-0.0,0.664,0.0,0.0,-0.0
5426,HHH_b1_03105_000000195_std_0001_0001,-0.34,0.0,0.0,-0.0,-0.34,0.0,0.0,-0.0
5427,HHH_b1_05367_000000151_std_0001_0001,1.128,0.0,0.0,-0.0,1.128,0.0,0.0,-0.0
5428,HHH_b1_04840_000000167_std_0001_0001,0.182,0.0,0.0,-0.0,0.182,0.0,0.0,-0.0
5429,m_HHH_b1_03517_000000019_std_0001_23_30_H_._HHH_b1_04548_0001_0001_0001_0001,0.478,0.0,0.0,-0.0,0.478,0.0,0.0,-0.0
5430,HHH_b1_04190_000000055_std_0001_0001,0.024,0.0,0.0,-0.0,0.024,0.0,0.0,-0.0
5431,HHH_b2_07289_000000193_std_0001_0001,0.462,0.0,0.0,-0.0,0.462,0.0,0.0,-0.0
5432,m_HHH_b2_03924_000000018_std_0001_24_36_H_._HHH_b2_06462_0001_0002_0001_0001,-0.067,0.0,0.0,-0.0,-0.067,0.0,0.0,-0.0
5433,HHH_b2_02419_000000086_std_0001_0001,-0.741,0.0,0.0,-0.0,-0.741,0.0,0.0,-0.0
5434,m_HHH_b2_05533_000000248_std_0001_27_38_H_._HHH_b1_08749_0001_0004_0001_0001,302.916,0.0,0.0,-0.0,302.916,0.0,0.0,-0.0
5435,HHH_b1_00309_000000104_std_0001_0001,-0.355,0.0,0.0,-0.0,-0.355,0.0,0.0,-0.0
5436,HHH_b2_07383_000000178_std_0001_0001,26.055,0.0,0.0,-0.0,26.055,0.0,0.0,-0.0
5437,HHH_b2_07551_000000229_std_0001_0001,0.092,0.0,0.0,-0.0,0.092,0.0,0.0,-0.0
5438,HHH_b2_06544_000000182_std_0001_0001,1.42,0.0,0.0,-0.0,1.42,0.0,0.0,-0.0
5439,HHH_b1_05998_000000124_std_0001_0001,12.819,0.0,0.0,-0.0,12.819,0.0,0.0,-0.0
5440,HHH_b2_06268_000000168_std_0001_0001,-2.196,0.0,0.0,-0.0,-2.196,0.0,0.0,-0.0
5441,HHH_b2_06387_000000102_std_0001_0001,0.1,0.0,0.0,-0.0,0.1,0.0,0.0,-0.0
5442,HHH_b1_00368_000000222_std_0001_0001,0.168,0.0,0.0,-0.0,0.168,0.0,0.0,-0.0
5443,HHH_b1_06010_000000073_std_0001_0001,-0.159,0.0,0.0,-0.0,-0.159,0.0,0.0,-0.0
5444,HHH_b1_05536_000000227_std_0001_0001,-0.54,0.0,0.0,-0.0,-0.54,0.0,0.0,-0.0
5445,HHH_b1_07462_000000119_std_0001_0001,-0.805,-0.992,0.0,-0.0,-0.805,-0.992,0.0,-0.0
5446,HHH_b2_04686_000000101_std_0001_0001,-1.856,0.0,0.0,-0.0,-1.856,0.0,0.0,-0.0
5447,HHH_b2_02941_000000113_nat_0001_0001,0.657,0.0,0.0,-0.0,0.657,0.0,0.0,-0.0
5448,HHH_b2_00233_000000027_std_0001_0001,0.731,0.0,0.0,-0.0,0.731,0.0,0.0,-0.0
5449,HHH_b1_07939_000000078_std_0001_0001,-0.509,0.0,0.0,-0.0,-0.509,0.0,0.0,-0.0
5450,HHH_b2_07507_000000004_std_0001_0001,0.965,0.0,0.0,-0.0,0.965,0.0,0.0,-0.0
5451,HHH_b1_07059_000000183_std_0001_0001,0.098,0.0,0.0,-0.0,0.098,0.0,0.0,-0.0
5452,m_HHH_b2_02914_000000275_std_0001_21_32_H_._HHH_b1_07026_0001_0001_0001,256.875,0.0,0.0,-0.0,256.875,0.0,0.0,-0.0
5453,HHH_b2_03787_000000138_std_0001_0001,-0.379,0.0,0.0,-0.0,-0.379,0.0,0.0,-0.0
5454,m_HHH_b2_08174_000000191_std_0001_41_56_H_._HHH_b1_04973_0001_0001_0001_0001,-0.459,0.0,0.0,-0.0,-0.459,0.0,0.0,-0.0
5455,HHH_b2_00585_000000005_std_0001_0001,-0.9,0.0,0.0,-0.0,-0.9,0.0,0.0,-0.0
5456,HHH_b2_04290_000000147_std_0001_0001,-0.779,0.0,0.0,-0.0,-0.779,0.0,0.0,-0.0
5457,m_HHH_b1_03552_000000195_std_0001_25_36_H_._HHH_b1_04291_0001_0002_0001_0001_1,-0.871,0.0,0.0,-0.0,-0.871,0.0,0.0,-0.0
5458,m_HHH_b2_02873_000000284_std_0001_24_40_H_._HHH_b2_07344_0001_0001_0001,-0.257,0.0,0.0,-0.0,-0.257,0.0,0.0,-0.0
5459,HHH_b2_07233_000000113_std_0001_0001,-0.663,0.0,0.0,-0.0,-0.663,0.0,0.0,-0.0
5460,m_HHH_b2_05533_000000248_std_0001_27_38_H_._HHH_b2_02016_0001_0003_0001_0001,149.651,0.0,0.0,-0.0,149.651,0.0,0.0,-0.0
5461,HHH_b2_01853_000000212_std_0001_0001,0.206,0.0,0.0,-0.0,0.206,0.0,0.0,-0.0
5462,HHH_b2_03542_000000060_std_0001_0001,5.032,0.0,0.0,-0.0,5.032,0.0,0.0,-0.0
5463,HHH_b2_00751_000000153_std_0001_0001,7.661,0.0,0.0,-0.0,7.661,0.0,0.0,-0.0
5464,HHH_b2_07985_000000274_std_0001_0001,-0.987,0.0,0.0,-0.0,-0.987,0.0,0.0,-0.0
5465,HHH_b1_05527_000000229_std_0001_0001,10.529,0.0,0.0,-0.0,10.529,0.0,0.0,-0.0
5466,m_HHH_b2_02873_000000284_std_0001_24_40_H_._HHH_b2_02477_0001_0002_0001_0001,16.904,0.0,0.0,-0.0,16.904,0.0,0.0,-0.0
5467,HHH_b2_00762_000000086_std_0001_0001_1,0.069,0.0,0.0,-0.0,0.069,0.0,0.0,-0.0
5468,HHH_b2_00400_000000290_std_0001_0001,7.094,-2.332,0.0,-0.0,7.094,-2.332,0.0,-0.0
5469,HHH_b2_05206_000000276_std_0001_0001,-0.635,0.0,0.0,-0.0,-0.635,0.0,0.0,-0.0
5470,HHH_b2_05763_000000000_std_0001_0001,-1.613,0.0,0.0,-0.0,-1.613,0.0,0.0,-0.0
5471,HHH_b1_02540_000000176_std_0001_0001,-0.136,0.0,0.0,-0.0,-0.136,0.0,0.0,-0.0
5472,HHH_b1_01870_000000021_std_0001_0001,0.122,0.0,0.0,-0.0,0.122,0.0,0.0,-0.0
5473,HHH_b2_05712_000000205_std_0001_0001,-0.129,0.0,0.0,-0.0,-0.129,0.0,0.0,-0.0
5474,HHH_b1_08167_000000001_std_0001_0001,0.361,0.0,0.0,-0.0,0.361,0.0,0.0,-0.0
5475,HHH_b2_02760_000000033_std_0001_0001,0.261,0.0,0.0,-0.0,0.261,0.0,0.0,-0.0
5476,HHH_b1_03044_000000259_std_0001_0001,26.574,0.0,0.0,-0.0,26.574,0.0,0.0,-0.0
5477,m_HHH_b2_06709_000000008_nat_0001_28_39_H_._HHH_b1_01091_0001_0001_0001,8.002,0.0,0.0,-0.0,8.002,0.0,0.0,-0.0
5478,HHH_b2_05367_000000170_std_0001_0001,-0.15,0.0,0.0,-0.0,-0.15,0.0,0.0,-0.0
5479,HHH_b2_06872_000000243_std_0001_0001,1.047,0.0,0.0,-0.0,1.047,0.0,0.0,-0.0
5480,HHH_b1_05107_000000249_std_0001_0001,1.045,0.0,0.0,-0.0,1.045,0.0,0.0,-0.0
5481,HHH_b1_07749_000000139_std_0001_0001,-0.71,0.0,0.0,-0.0,-0.71,0.0,0.0,-0.0
5482,m_HHH_b1_03149_000000023_nat_0001_23_37_H_._HHH_b2_03650_0001_0001_0001,0.812,0.0,0.0,-0.0,0.812,0.0,0.0,-0.0
5483,HHH_b2_06933_000000250_std_0001_0001,-1.031,0.0,0.0,-0.0,-1.031,0.0,0.0,-0.0
5484,HHH_b1_06048_000000012_std_0001_0001,0.558,0.0,0.0,-0.0,0.558,0.0,0.0,-0.0
5485,HHH_b1_08552_000000255_std_0001_0001,0.567,0.0,0.0,-0.0,0.567,0.0,0.0,-0.0
5486,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b2_07157_0001_0002_0001_0001,4.615,0.0,0.0,-0.0,4.615,0.0,0.0,-0.0
5487,m_HHH_b2_02873_000000284_std_0001_24_40_H_._HHH_b1_07876_0001_0001_0001,-1.606,0.0,0.0,-0.0,-1.606,0.0,0.0,-0.0
5488,HHH_b1_08744_000000244_std_0001_0001,-0.333,0.0,0.0,-0.0,-0.333,0.0,0.0,-0.0
5489,HHH_b1_00855_000000052_std_0001_0001,0.946,-1.201,0.0,-0.0,0.946,-1.201,0.0,-0.0
5490,HHH_b2_03063_000000061_std_0001_0001,-0.929,0.0,0.0,-0.0,-0.929,0.0,0.0,-0.0
5491,HHH_b1_02406_000000056_std_0001_0001,-0.853,0.0,0.0,-0.0,-0.853,0.0,0.0,-0.0
5492,HHH_b1_06737_000000091_std_0001_0001,-0.327,0.0,0.0,-0.0,-0.327,0.0,0.0,-0.0
5493,HHH_b1_04973_000000078_std_0001_0001,0.768,0.0,0.0,-0.0,0.768,0.0,0.0,-0.0
5494,m_HHH_b1_06626_000000196_std_0001_23_34_H_._HHH_b2_07499_0001_0001_0001_0001,-1.128,0.0,0.0,-0.0,-1.128,0.0,0.0,-0.0
5495,HHH_b1_04704_000000166_std_0001_0001,1.145,0.0,0.0,-0.0,1.145,0.0,0.0,-0.0
5496,HHH_b2_04199_000000118_nat_0001_0001,-0.977,0.0,0.0,-0.0,-1.054,0.0,0.0,-0.0
5497,HHH_b1_08755_000000275_std_0001_0001,-1.56,0.0,0.0,-0.0,-1.56,0.0,0.0,-0.0
5498,HHH_b2_01026_000000013_std_0001_0001,-0.173,0.0,0.0,-0.0,-0.173,0.0,0.0,-0.0
5499,HHH_b1_01781_000000021_std_0001_0001,-0.963,0.0,0.0,-0.0,-0.963,0.0,0.0,-0.0
5500,HHH_b2_01785_000000287_std_0001_0001,0.702,0.0,0.0,-0.0,0.702,0.0,0.0,-0.0
5501,m_HHH_b1_01548_000000173_std_0001_24_31_H_._HHH_b1_06720_0001_0001_0001,0.321,0.0,0.0,-0.0,0.321,0.0,0.0,-0.0
5502,HHH_b2_06409_000000144_std_0001_0001,-2.462,0.0,0.0,-0.0,-2.462,0.0,0.0,-0.0
5503,m_HHH_b2_05997_000000153_std_0001_5_17_H_._HHH_b1_03353_0001_0001_0001,273.388,-0.3,0.0,-0.0,273.388,-0.3,0.0,-0.0
5504,HHH_b2_02786_000000064_std_0001_0001,0.194,0.0,0.0,-0.0,0.194,0.0,0.0,-0.0
5505,HHH_b1_03655_000000200_std_0001_0001,49.575,0.0,0.0,-0.0,49.575,0.0,0.0,-0.0
5506,m_HHH_b1_05714_000000015_std_0001_45_58_H_._HHH_b1_07046_0001_0001_0001_0001,-0.867,0.0,0.0,-0.0,-0.867,0.0,0.0,-0.0
5507,HHH_b1_06167_000000115_std_0001_0001,4.99,0.0,0.0,-0.0,4.99,0.0,0.0,-0.0
5508,HHH_b1_01961_000000163_std_0001_0001,-2.354,0.0,0.0,-0.0,-2.354,0.0,0.0,-0.0
5509,m_HHH_b2_08174_000000191_std_0001_41_56_H_._HHH_b1_08254_0001_0001_0001,-1.074,0.0,0.0,-0.0,-1.074,0.0,0.0,-0.0
5510,HHH_b2_03625_000000078_nat_0001_0001,0.322,0.0,0.0,-0.0,0.322,0.0,0.0,-0.0
5511,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b2_02916_0001_0001_0001_0001,289.276,0.0,0.0,-0.0,289.276,0.0,0.0,-0.0
5512,HHH_b1_01619_000000061_std_0001_0001,-0.595,0.0,0.0,-0.0,-0.595,0.0,0.0,-0.0
5513,HHH_b2_03551_000000275_std_0001_0001,67.921,0.0,0.0,-0.0,67.921,0.0,0.0,-0.0
5514,m_HHH_b1_03213_000000171_std_0001_42_59_H_._HHH_b1_06808_0001_0001_0001_0001,-0.957,0.0,0.0,-0.0,-0.957,0.0,0.0,-0.0
5515,HHH_b1_02893_000000007_std_0001_0001,0.088,0.0,0.0,-0.0,0.088,0.0,0.0,-0.0
5516,HHH_b2_01422_000000283_std_0001_0001,0.695,0.0,0.0,-0.0,0.695,0.0,0.0,-0.0
5517,HHH_b1_04610_000000180_std_0001_0001,1.55,0.0,0.0,-0.0,1.55,0.0,0.0,-0.0
5518,HHH_b1_07594_000000072_std_0001_0001,0.383,0.0,0.0,-0.0,0.383,0.0,0.0,-0.0
5519,HHH_b2_05416_000000060_std_0001_0001,-0.231,0.0,0.0,-0.0,-0.231,0.0,0.0,-0.0
5520,m_HHH_b1_06626_000000196_std_0001_23_34_H_._HHH_b2_01543_0001_0002_0001_0001,4.024,0.0,0.0,-0.0,4.024,0.0,0.0,-0.0
5521,HHH_b2_04907_000000174_std_0001_0001,-1.079,0.0,0.0,-0.0,-1.079,0.0,0.0,-0.0
5522,m_HHH_b1_08663_000000206_std_0001_24_39_H_._HHH_b2_07455_0001_0001_0001_0001,-0.969,0.0,0.0,-0.0,-0.969,0.0,0.0,-0.0
5523,HHH_b2_03951_000000252_std_0001_0001,-0.697,0.0,0.0,-0.0,-0.697,0.0,0.0,-0.0
5524,HHH_b1_07547_000000057_std_0001_0001,-0.036,0.0,0.0,-0.0,-0.036,0.0,0.0,-0.0
5525,HHH_b2_07833_000000201_std_0001_0001,-1.527,0.0,0.0,-0.0,-1.527,0.0,0.0,-0.0
5526,HHH_b2_03551_000000128_std_0001_0001,0.344,0.0,0.0,-0.0,0.344,0.0,0.0,-0.0
5527,HHH_b1_02895_000000295_std_0001_0001,12.527,0.0,0.0,-0.0,12.527,0.0,0.0,-0.0
5528,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b2_02153_0001_0001_0001,7.177,0.0,0.0,-0.0,7.177,0.0,0.0,-0.0
5529,HHH_b2_06611_000000275_std_0001_0001,24.524,0.0,0.0,-0.0,24.524,0.0,0.0,-0.0
5530,HHH_b1_02884_000000035_nat_0001_0001,67.009,0.0,0.0,-0.0,67.009,0.0,0.0,-0.0
5531,HHH_b1_08757_000000102_std_0001_0001,0.511,0.0,0.0,-0.0,0.511,0.0,0.0,-0.0
5532,HHH_b2_01278_000000091_std_0001_0001,-0.704,0.0,0.0,-0.0,-0.704,0.0,0.0,-0.0
5533,HHH_b1_06795_000000151_std_0001_0001,21.885,0.0,0.0,-0.0,21.885,0.0,0.0,-0.0
5534,HHH_b2_07289_000000104_std_0001_0001,2.499,0.0,0.0,-0.0,2.499,0.0,0.0,-0.0
5535,HHH_b1_05527_000000161_std_0001_0001,1.884,0.0,0.0,-0.0,1.884,0.0,0.0,-0.0
5536,HHH_b2_04345_000000025_std_0001_0001,0.392,0.0,0.0,-0.0,0.392,0.0,0.0,-0.0
5537,HHH_b1_05466_000000172_std_0001_0001,-0.712,0.0,0.0,-0.0,-0.712,0.0,0.0,-0.0
5538,m_HHH_b2_00301_000000152_std_0001_4_20_H_._HHH_b1_02914_0001_0001_0001_0001,5.409,0.0,0.0,-0.0,5.409,0.0,0.0,-0.0
5539,HHH_b1_05552_000000281_std_0001_0001,-0.927,0.0,0.0,-0.0,-0.927,0.0,0.0,-0.0
5540,HHH_b1_02202_000000293_std_0001_0001,115.126,0.0,0.0,-0.0,115.126,0.0,0.0,-0.0
5541,m_HHH_b2_08322_000000041_std_0001_1_15_H_._HHH_b1_06985_0001_0002_0001_0001,196.364,0.0,0.0,-0.0,196.364,0.0,0.0,-0.0
5542,m_HHH_b1_05125_000000106_std_0001_1_18_H_._HHH_b2_03303_0001_0001_0001,45.047,0.0,0.0,-0.0,45.047,0.0,0.0,-0.0
5543,HHH_b1_07510_000000173_std_0001_0001,-0.873,0.0,0.0,-0.0,-0.873,0.0,0.0,-0.0
5544,HHH_b1_03083_000000212_std_0001_0001,-0.661,0.0,0.0,-0.0,-0.661,0.0,0.0,-0.0
5545,HHH_b1_03750_000000071_std_0001_0001,2.314,0.0,0.0,-0.0,2.314,0.0,0.0,-0.0
5546,HHH_b1_02276_000000061_std_0001_0001,-1.252,0.0,0.0,-0.0,-1.252,0.0,0.0,-0.0
5547,HHH_b2_00821_000000018_std_0001_0001,-0.984,-0.079,0.0,-0.0,-0.984,-0.079,0.0,-0.0
5548,HHH_b1_05176_000000128_nat_0001_0001,1.125,0.0,0.0,-0.0,1.125,0.0,0.0,-0.0
5549,HHH_b2_00740_000000177_std_0001_0001,1.69,0.0,0.0,-0.0,1.69,0.0,0.0,-0.0
5550,HHH_b1_07903_000000212_std_0001_0001,0.222,0.0,0.0,-0.0,0.222,0.0,0.0,-0.0
5551,m_HHH_b2_02873_000000284_std_0001_24_40_H_._HHH_b1_06416_0001_0001_0001_0001,4.681,0.0,0.0,-0.0,4.681,0.0,0.0,-0.0
5552,HHH_b2_01700_000000174_std_0001_0001,-1.088,0.0,0.0,-0.0,-1.088,0.0,0.0,-0.0
5553,HHH_b2_05133_000000271_std_0001_0001,-0.067,0.0,0.0,-0.0,-0.067,0.0,0.0,-0.0
5554,HHH_b2_02897_000000007_std_0001_0001,-0.214,0.0,0.0,-0.0,-0.214,0.0,0.0,-0.0
5555,HHH_b1_06370_000000172_nat_0001_0001,0.101,0.0,0.0,-0.0,0.101,0.0,0.0,-0.0
5556,HHH_b2_01891_000000213_std_0001_0001,0.24,0.0,0.0,-0.0,0.24,0.0,0.0,-0.0
5557,HHH_b2_07447_000000272_std_0001_0001,-2.163,0.0,0.0,-0.0,-2.163,0.0,0.0,-0.0
5558,HHH_b2_05146_000000271_std_0001_0001,-1.605,0.0,0.0,-0.0,-1.605,0.0,0.0,-0.0
5559,HHH_b2_04214_000000046_std_0001_0001,-0.874,0.0,0.0,-0.0,-0.874,0.0,0.0,-0.0
5560,m_HHH_b1_03188_000000145_std_0001_23_38_H_._HHH_b1_03076_0001_0001_0001_0001,-0.349,0.0,0.0,-0.0,-0.349,0.0,0.0,-0.0
5561,HHH_b1_05395_000000026_nat_0001_0001,-1.841,0.0,2.0,-4.48,-1.841,0.0,2.0,-4.48
5562,HHH_b1_00182_000000115_std_0001_0001,0.016,0.0,0.0,-0.0,0.016,0.0,0.0,-0.0
5563,HHH_b2_01213_000000034_std_0001_0001,7.656,0.0,0.0,-0.0,7.656,0.0,0.0,-0.0
5564,HHH_b1_00092_000000016_std_0001_0001,1.108,0.0,0.0,-0.0,1.108,0.0,0.0,-0.0
5565,HHH_b1_02595_000000167_std_0001_0001,2.591,0.0,0.0,-0.0,2.591,0.0,0.0,-0.0
5566,HHH_b1_07967_000000090_std_0001_0001,58.428,0.0,0.0,-0.0,58.428,0.0,0.0,-0.0
5567,HHH_b1_00780_000000004_std_0001_0001,-0.704,0.0,0.0,-0.0,-0.704,0.0,0.0,-0.0
5568,HHH_b1_02121_000000063_std_0001_0001,0.893,0.0,0.0,-0.0,0.893,0.0,0.0,-0.0
5569,HHH_b2_03661_000000238_std_0001_0001,0.336,-0.009,0.0,-0.0,0.336,-0.009,0.0,-0.0
5570,HHH_b1_03004_000000163_std_0001_0001,1.317,0.0,0.0,-0.0,1.317,0.0,0.0,-0.0
5571,HHH_b1_06578_000000037_std_0001_0001,-0.274,0.0,0.0,-0.0,-0.274,0.0,0.0,-0.0
5572,m_HHH_b2_08174_000000191_std_0001_41_56_H_._HHH_b1_07380_0001_0001_0001_0001,0.36,0.0,0.0,-0.0,0.36,0.0,0.0,-0.0
5573,m_HHH_b2_05997_000000153_std_0001_5_17_H_._HHH_b2_05551_0001_0002_0001_0001,445.593,-0.014,0.0,-0.0,445.593,-0.014,0.0,-0.0
5574,HHH_b1_02913_000000270_std_0001_0001,0.513,0.0,0.0,-0.0,0.513,0.0,0.0,-0.0
